[DEBUG] 2020-12-07 20:23:47.750 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-12-07 20:23:47.772 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-12-07 20:23:47.796 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-12-07 20:23:48.071 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-12-07 20:23:48.079 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-12-07 20:23:48.806 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-12-07 20:23:48.807 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-12-07 20:23:48.824 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-12-07 20:23:49.588 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-12-07 20:23:49.663 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-12-07 20:23:49.673 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-12-07 20:23:49.756 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-12-07 20:23:49.901 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@1416a80a
[DEBUG] 2020-12-07 20:23:49.905 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@1416a80a
[DEBUG] 2020-12-07 20:23:49.905 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@1416a80a
[DEBUG] 2020-12-07 20:23:49.906 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@4d27d9d
[DEBUG] 2020-12-07 20:23:49.909 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@3c782d8e
[DEBUG] 2020-12-07 20:23:49.913 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@255e5e2e
[DEBUG] 2020-12-07 20:23:49.914 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@20011bf
[DEBUG] 2020-12-07 20:23:49.914 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@20011bf
[DEBUG] 2020-12-07 20:23:49.916 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@20011bf
[DEBUG] 2020-12-07 20:23:49.923 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@3fbcfe81
